Text,label
"¿Por qué yo noooo? ¿Por qué yo noooo? no me merezco lo que otros tienen de ti? ¿Por qué yo noooo?
¿Acoso yo SOY un EXTRAÑO, hice daño no soy parte de …
YA NO SOY UN BENEFICIO? SOY INTERES O SOY UN COMPROMISO? O ME QUIERES POR LO QUE YO SOY O SOLO ME QUIERES POR LO QUE YO DOY, Y NO QUIERO MENTIRAS PIADOSAS Y PREFIERO VERDAD DOLOROSA ¿NO SOY PARTE DE TU MUNDO ROSA? YO NO... ¿PORQUE YO NO?",0
,0
"i like sharks a lot
i also have autism
and i got 1q21 micro duplication syndrom",0
HAIIIII >W< nice to meet cha :3 my blue app is chocy.m1lk,1
,0
dont expect much,0
"Hii~
Take Me Anywhere You'd Like~
(Priv Games, Or Studio's)
Type://Soul Addict

I Don't Use 💿",1
"Studio :3
Female preferred!!
Very musky!!! x3",1
Sigueme plis :3,0
[ Content Deleted ],0
"shy
16
blue app (shyroseowo) please talk :3 Layla :3",1
simga,0
ballin cat,0
Sleepoggers_85696,0
Take advantage and find something to do instead of looking here,0
Simple,0
,0
"\( • ○ •)/ 


























































                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Me gustan las estrellas,                        Me encanta la lluvia y los dias nublados,                                              Amo a los gatos,lobos,zorros,perros.   el que lo haya leido, ya lo leyo🤓jajsjajasj",1
"blue: die2n1ght

(( NO STUDIO ))

check out my FGC Clothing Group! https://www.roblox.com/communities/8147373/Rainha-tigre#!/store",1
:>,0
"Just your average internet Enigma who sometimes has trouble socializing (depending on my mood) and has a form of interest in SCI-FI, Firearms, monsters, robot/mech, and soldier designs. 

Current franchise interests: Dead Space, Prey (2017), Madness Combat, Resident Evil, Titanfall, Half-Life 1 & 2, and Killing Floor 2.

 ""A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.” -The 2nd amendments",1
well hey I...don't know what write,0
"...

d)ç.*aris_ashikada*",1
ljublju sebja trogatj igraja za es filingera,0
Hai guys this my new acc my another acc got hacked (Kitty2720811) if you my old friend pls friend me back :(,0
os monstros nunca estiveram debaixo da minha cama... eles estavam dentro da minha cabeça.. eu não temo monstros pois ser o monstro e oq mais desejo...,0
"Disco:crinight

Im sad",1
~What was I doing again..?~                                     📀: stxrnebula,1
"Nyan nyan nyan nyan Nía hao Nyan! ¡Gorgeous, delicius anda the culture! レ゠・人・゠マ",0
"I am just a ""she"" that don't likes to take it too serious.
Friend me only if you want and feel free to chat with myself
And dont send private messages to me cause I am not going to read them
OC from my old ROBLOX avatar ""AlicePaw_Pocketys""",1
DM me :3,0
não sou panela ok!!! uso moe pq gosto,0
oop,0
,0
,0
"○~🩵hai im pandora🩵~ ○


✏️im an artist :3c (i do commisions)
📀: cat___
🎵i make music 
🔨i can make maps for games
🎮im a novice game dev :3
🏳️‍🌈im a femby :3
😼Best friends >:3c: Fer, zerkross, 4ngel, chochue, paradox, biscuits.
💔dont unfriend pls
🔨currently working on a game called ""Lost in time"" :3, u should join my group fr fr🔥🔥

😭aparently i make good skins, some1 already stolen one oc i have

~~Follow me pls :3c~~🎀
also, dont trust ethanfoxx twins
""CORRUPT ENERGY""- John doe""
i love RTS games 🔥🔥🔥🔥
i LOVE teto and miku 
i love infigue(the band)
i love limbus company (PM in general)
i love jjba, yokaiwatch and fire force(i like every anime tbh)
i have steam(mostly for l4d2)
also if u want smthing just say it, dont be shy :p(even if its the ""funny""-)
in resume, fav games r any type tbh :p
 ○ ~ ~ ~ ~ ~ ~ ~ ~ 🎀thats all strangers🎀~ ~ ~ ~ ~ ~ ~ ~ ~ ○",1
"Hai ☁️
I just want to say like all my followers ☁️
And my friends ☁️
Well I can tell you my favorites: ☁️
Food: 🌸🥛🍖🍤🍣
Color: 🩵💙🤍 ☁️
And that’s all but people is keep hateing me and I sad 3: ☁️
Pls do not be like them ! ☁️
But sometimes I feel so unsafe. ☁️
I am sometimes toxic 3: ☁️
And I am very shy :3
Thank you so much for 100 followers you are so nice people you’re not toxic good :3
And this is for :13 and 🔞",1
I love robuxx :3,0
"Just somebody silly you know



Kinda interactive with the players

I don’t do Studio at all

Pronouns: He/Him🇩🇪

Playing random Games

I don‘t use the Roblox Chat",1
This is me sora ;w;,0
"嗨嗨 希望能遇見我的人都是個好人（希望啦）
hihi pls can see me the guy a good guy (pls)",0
dc:oneandtrueking.,1
pls goat,0
"안녕하세요!! My name is Lia : Im from Korea (Can speak fluently in Korean and English)

Im 15 and ive been learning english for 3 years now . 
#Stan Liz and Wonyoung - Wony from IVE
୨︶︶︶୨୧︶︶︶୧
Fav games : Ink games and DTI - Trendsetter on my other account
im trying to accept everyone's friend requests :,C

.
💗 Love from korea <3 : Stay safe everyone!!",1
###################################################################,0
Gyat Troller👀 makes videos for living 😎,0
"yes, i am furry! uwu",0
"Best Person in the Whole World : https://rblx.name/1167954308
Bestie : https://rblx.name/7038701152",1
Well as you can see. Im a furry. Not much explaining needed.,0
I love my shark,0
"Hi

Male

Very alone

🔵: vriku0",1
"Operation TVA-GO was a success, could've been more of a success. You have all been fooled, numerous times. You are lucky roblox doesn't do anything against you. Let alone some of the community, hope Rubensim finds a way to get all of you.
None of you are safe, and I will make sure of that.
- The Vigilant Anti-Gooner Organisation






























































































































































































--. .-.. --- .-. -.-- / - --- / - ...- .- -....- --. ---",1
"Now Blobby there's nothing ""cringe"" about inking the base.",1
,0
,0
,0
Male,0
"My Roblox hair is based on my real hair

Editor💻, He/Him, I Like playing Tycoon game
__________________________________________

__________________

❗️I DO NOT RESPOND TO ANY MESSAGES, DON'T EXPECT ME TO❗️ REPLY or simple to say im shy, so if you start messaging me i will be anxious",1
: 3,0
Don't cry. Everything will be alright. :),0
"I like frogs :P                  

Arg / 18!!! / Esp-Ing
          ╱|🌱
                                                 (˚ˎ 。7
                                                  |、˜〵
--  じしˍ,)ノ",1
𝓛𝓸𝓸𝓴𝓼 𝓵𝓲𝓴𝓮 𝓲𝓽'𝓼 𝓰𝓸𝓲𝓷𝓰 𝓽𝓸 𝓫𝓮 𝓪 𝓯𝓾𝓷 𝓷𝓲𝓰𝓱𝓽.,1
Woah,0
Un wey que quiere hacer amigos :'3,0
Hai :3 don’t unfriend me because lm chilling and lm taking a break but when you ask me you are weird I know because lm bored :3 but all is good but you are cute outfit :3 also bee is my costume but you think lm bee :3 ok anyway I always come back but if have sc in app but I don’t use but I used little bit,1
I hate this so much,0
"Im Japanese boy

If I'm online, please invite me. fear of men. I am not femboy",1
,0
imagine cool job doge cow cat imagine gamer builderman code cow pop birdy pop cool haha cow groups quality pizza,1
Hola buenas como va tu dia,0
"Male            MDNI

I love hanging out and making friends on this site. I also tend to make a few games here and there.",1
"Silliest creature
Idle transfiguration goes crazy
Hollow purple
Deer
Where the hell is the boss?!",1
"Von
19
Have the blue app
Ima boy",1
,0
,0
MRT grinder,0
"Eepy puppy. Working for more money n robux. Have been a lot of busy last months but Im planning to come back. Black skinned queens are just too much for me and I need correction so bad from ""F-ladies"", I need puppy treatment so bad. And if you feed me with files Im just at your service atp

The funni blue: nimmnie_44",1
"doing cosplays of my ocs (mainly kevin hill)
and being silly
or flipping out in war tycoon
depends",0
"Don't ruin my friendship,",0
,0
No bioum,0
,0
,0
I love playing brookhaven with my sister and all of you and I'm a furry,0
,0
わーっ!!驚いてないなぁ…はじめまして!わちきの名前は多々良小傘よ!能力は人を驚かせる程度の能力だよ!種族はカラカサおばけ!!仲がいいフレンドはこころだよ!よくホラゲーとかやってるよ!サブ垢（？）はフォロワーとフォロー中にいるよ!!名前は今のアカウントと同じ!たまにスキン鈴瑚になるよ!よろしく!スキンパクらないでね!これで自己紹介は終わり!バイバイ!,1
Hello guys❤️😍😍,0
,0
,0
palit ko omg computer or realme salamat sa basa,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
*please help I am trap inside I can’t get out The duchess toilet is controlling my body*. All my old friends it’s me FemaleUTCW please friend me back please I will be a kind Duchess toilet,1
,0
"I exist, cause i can :3

i love strawberry milkshakes 

Deep Sea Bunny's are cute. :D

Fate Aphocrypha is so amazing 






>w<",1
I'm originally ash44377582 I was kicked from Roblox I don't know why,0
I do tumbling,0
,0
,0
rfofpxm,0
,0
,0
i like red velvet hehe.,0
,0
,0
,0
,0
Power beats talent hardly☠️,0
,0
,0
,0
"DC:iamyourworstnightmare4920 

You can add me if u want to :>
fav-colors:red/orange/white/black]
bros:fein/uttm/james/chris/elite_computer/twotime/brown/mr_noob/Dwayne/utsm/void]

We can all be friends when its time :D",1
,0
Hi im UntitledNULL,0
stay_safe try myths,0
I love furry and i am super rizzy but if Are one girl date me but follow me for 1000 robux,0
Heitor Konig Guti,0
Hai,0
hi im a kind furry,0
,0
Deus te abençoe ❤️,0
Hey just saying you know…………I’m a pretty good demon so HEHEHEHEHHEHEHEHEHE😈😈,0
,0
"I love to make you guys smile
:D",0
,0
"Stop censoring my words, roblox. And i like chill people..

PS:Zo samurai fallled harder the the 2 very happy towers",1
,0
Nothing 😣,0
,0
,0
hey guys im lukas and im a roblox youtuber have a lot of friends I like steal a brainrot and  99 night in the forest,0
,0
Your local alpha,0
"I am the silence before the thunder, the storm you never see coming.  I became untouchable as a result of betrayal—stronger, sharper, and uncompromising.  I no longer exchange trust for loyalty; loyalty is earned, not begged for.  You crawl into my world, and only when I let you.  If you cross me, you will regret it.  Keep an eye out: as I gain strength, my adversaries become more subdued.",0
,0
Hi I’m Tyson and I have a gf and her name is Evelyn so yiu know I love KPDH and steal a brainrot my best friends are Evelyn and will will is the best at soccer.,0
,0
my main is HaydenPC2015,1
,0
,0
I love Blorpy,0
,0
,0
Hi guys my name is Mario and I’m really good at plant vs brainrot and I think that is all and also my best friend is Mason,0
POGI AKO,0
"Womp : /
Womp",1
,0
,0
,0
"Hi moonflower !🌙🌸
Is nice to see you! :)",0
,0
yo sub to join me,0
,0
,0
,0
,0
,0
Hai I’m Sophia i’m only allowed to have one poki! I love food and I am a Christian! Sophia out,0
,0
,0
,0
BE THE BEST AND BE SAFE!,0
,0
,0
,0
FREE PALISTINE 🇵🇸🇵🇸ALL THE WAY AND UP THE DOGS 💙,0
rentalgsnu what are,0
###########################################################################################################################################################################################,0
,0
SORRY GUYS I OFFLINE 7 YEARS BUT DONT WORRY IM OFFLINE NOW AGAIN,0
,0
Hi please friend me,0
I MUST FIND THE one piece,0
,0
,0
,0
I am poor,0
,0
"No.1 matcha lover 🍵
Labubu collector 🐻 
Gender rights ❤️ 
Supporter of feminism! ✊
Book lover 📚 ❤️",1
my friends from my school Cody Noah and maxwell are goated:),0
,0
,0
"""Without heroes, we are all plain people, and don't know how far we can go.""",0
,0
,0
,0
,0
,0
"I am in love with Blocktales, you should play that game if you haven’t already it 10/10 best rpg I have ever played, also my favorite character from Blocktales is the kitchen wizard.",0
,0
,0
[ Content Deleted ],0
"+19
Followers any for
This TYY",1
hate me if u want :P its okay i still forgive u :D I can't play rblx for a while but I'm online at sat sometimes I online at night,0
,0
,0
,0
,0
,0
,0
,0
hi,0
"jectug hair color 
hey I
go to the store 
jump 🦘 
up to get here 😁",1
,0
,0
,0
,0
,0
,0
"people hate me and I don't judge them because I hate myself 
too",0
,0
,0
,0
9,0
hey guys just be kind  deal with trades join anyon game,0
,0
Hello,0
,0
,0
###################,0
hi Im Jay I'm trans Mel to female,0
¡HolA!,0
"ДРАСТЕ, можешь пожалуйста сделать follow, если не знаешь как это Я ПОМОГУ! Нажимаешь (•••) И ПОТОМ follow, и сё.",1
,0
,0
,0
On Brookhaven everyone calls me shadow tv daddy but it is shadow tv man not shadow tv daddy and I love playing skibidi toilet roplay 2,0
"Hiiiii I’m Savannah (not my real name lol) and I loveeeeee gag and 99 nights! Also, my friends are sooo cool! I might quit Roblox tho if David doesn’t do something about everything… so I might not be around for much longer! Anyways, I hope you’ll be my friend!!!! <3",0
,0
###############################################################################################################################################################################################################################################################################################################,0
"My friends
Friends can't see chat me
:<
My Best friend",1
"𝓗𝓮𝓵𝓵𝓸 𝓣𝓱𝓮𝓻𝓮 𝓜𝔂 𝓝𝓪𝓶𝓮 𝓲𝓼 𝓝𝓸𝓽_𝓜𝓮𝓵𝓪𝓷𝔂𝓪71 𝓲𝓯 𝔀𝓪𝓷𝓽 𝓫𝓮 𝓪 𝓯𝓻𝓲𝓮𝓷𝓭 𝓲𝓽 𝓯𝓲𝓷𝓮 𝓽𝓸 𝔂𝓸𝓾 𝓪𝓷𝓭 𝓘 𝔀𝓲𝓵𝓵 𝓟𝓵𝓪𝔂 𝓢𝓾𝓻𝓿𝓲𝓿𝓪𝓵 𝓰𝓪𝓶𝓮 𝓪𝓷𝓭 𝓮𝓿𝓮𝓷  𝓗𝓸𝓻𝓻𝓸𝓻 𝓰𝓪𝓶𝓮.

𝓦𝓱𝓪𝓽 𝓘 𝓵𝓲𝓴𝓮 𝓟𝓵𝓪𝔂 𝓲𝓼 𝓟𝓻𝓮𝓼𝓼𝓾𝓻𝓮,𝓖𝓻𝓪𝓬𝓮,𝓓𝓸𝓸𝓻𝓼 𝓪𝓷𝓭 𝓮𝓿𝓮𝓷 𝓘 𝓵𝓲𝓴𝓮 𝓭𝓲𝓯𝓯𝓮𝓻𝓮𝓷𝓽 𝓰𝓪𝓶𝓮 𝓸𝓷 𝓶𝔂 𝓯𝓪𝓿𝓸𝓻𝓲𝓽𝓮𝓼 𝓵𝓲𝓼𝓽.",1
Bna is awesome it’s out on netflix,0
"If I add you randomly its because I think your outfit is really hot, and i might spoil you with a roblox giftcard~",0
hellow hru guys,0
#freeschlep,0
,0
,0
Call me Doom,0
Help me,0
เบื่อรหัสเก่าหาคนแลกรหัสไม่ได้แลกถาวรนะจะ,0
"hunter, snowboarder and spearfisher",0
,0
,0
###########,0
,0
notthatguyy0078,0
🍀𝓙𝓪𝓬𝓴𝓹𝓸𝓽!🍀,0
,0
,0
Guys Tuesday go in m'y private server and Saturday go in m'y private server,0
"Just a guy who see the world different, but it's too late to talk about that, anyways, i often play racing or fps games, love horror games too, and idk what else to put here, oh, I forgot to mention I'm in the furry comunity/fandom, so yea, thats all u gotta know about me so far, peace gng✌️",0
,0
,0
,0
I'm just a chill guy,0
"I am from space 
>:3",0
"Xbox: 切姆斯#7169

I generally (always) play on Xbox.",1
"He doesn't sleep, he says he will never die.",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"studio.                                                 💞Extremely literate, and teasy!💞                       💞Love to dance~💞                                         💔I gotta jump to fit into jeans...~💔",1
"Was ImpromptuDecor. 

Bio in following, tell me if it gets deleted.",1
"imma boi
lvl 18 :3
bwaaaa",1
freind request me if im online! ill accept within a few minutes!,0
,0
"MQHDYDW! OEK SQD WE SHQPO MYJX JXYI XKWU QDT ICUBBO SESA OEK ADEM MXQJ OEK MQDJ, DQIJO QDT JXYSA SKC XUHU, ZKIJ QTT CU YD JXU RBKU QFF
""ullqnub."" qbb yd bemuhsqiu bujjuhi
RYJELESX ADEMI MXQJ YC JQBAYDW QREKJ",1
"Account for studios.
Furry.",1
"-- -.-- / -.. .. ... -.-. --- .-. -.. / .. -.. / .. ... / .--. --- ..- -. -.. .. -. ... .. -.. . -- . Morse code 
~ Ethnicity Nepali
~Femboy  Here Feel Free to add me
~Atheist
~18",1
"Haii~!! I'm a lost brat that's just wandering around for anything ""fun"" to do with fun people~! My fav things are big cakes hehe~!!",0
we the risers,0
"ALT

FEMMIE

LIMITLESS!",0
,0
"Studio.
AP🍭🍼> (Can be Brat) or QOS
I get to the point
Check following (blu swippingcrds)",1
Memento Mori,0
"@y8o

javascript, java, python, c++, html + css",1
福瑞扩列交友owo：🐧2392510763,1
"I'm super touchy and affectionate 
MY MAIN ACC IS IN MY FOLLOWING :3 (it's an active account I play games on so I might have regular avatars on but don't let that fool ya)

CC 7 
 

Bi/I don't take I give if ykyk 

B EHOX HEWXK PHFTG BF 15 MABL BL FR TEM TVVHNGM FR FTBG BL BG FR YHEEHPBGZ B VTG UX YXF TGW FTLV ANFTG HK YNKKR B EHOX MH KI TGW B VTG MHI YXFUHRL HK PHFTG TGW BY NK T WHFFR FHFFR IEL WHF FX B ENO YNKKBXL TEHM UMP :3",1
,0
"OVERGROWN BRAT! 💢🧩🚸

5yo

hey—😡 my eyes are up here!!! stop staring at my (age x 2) loser-meat…. weirdo!",1
"💿hyenafursz
Studio",1
"Bull💢
In hyper
studio only",1
"Esp/Eng Studio and games
CC:
D kxjh nlg zlwk d ryhughyhorshg frfn khkh l fdq ihhg prppbv dqg ihperbv zlwk d orw ri fkhhvh li wkhb khos ph wr fohdq pb qdvwb frfn khk",1
"H-Hiiii!~☆✴️
Seeking for someone who's D-Dominant 💜 and can put me into Place~♡:3😊
A-Adddd meee!~💕 💿: plapplapboi.                      ⚠️I'm often busy so expect me to reply to you late~ :3⚠️",1
,0
"bratty bvll
(add rabidverociousbvlly for studio inv)

somtimes cant type, just add and play studio. if u wanna chat invite to a game.
♠️",1
"Studio
💿 bratmeat
obun ovyuf iyha dpao h mha tlhawvsl, ylhkf av mbjr huk wbtw Tvttplz mbss!",1
"sharpp.303 my blu
its 3 AAM 
older >>>
yes its bigger than your forearm",1
"cheesy smelly brat need of care taker
studio and blue",1
hello there.............. silly...................,0
Top Alpha Cat G,0
"fur, maybe
js your favourite shortie! i can be both bottom and top, studio only!
who cares about the gender if you're still taking/giving it?
NO males at all, untill you're bott",1
"I love everyone but especially pretty women! >~<

Please be patient with me >~<",0
I like furrys add back if interested in studio/con (I morph in studio) heartgeass0 on 💿🔵,1
,0
":D
Extremely Silly
Boy, remember that please! Follow to be accepted :3",1
"I love my hubby so much, he’s my favorite person Ive ever, he’s my everything.",0
"Noobfurs are the best!! Don’t let me fool you, I’m reliable and can deliver no matter what!!",0
therealsuscrusader,0
"your local bull that’s looking to have some fun ~ I’m pretty literate, but I’ll please don’t be dry on your end…",0
studio..-?,0
"Haiii, you call me Zephyr X3
I play Minecraft PvP too so ask if you want to play with me
I need a pro on my team in Rivals so lmk if your good
I never had 400 friends on Roblox before XD



And anyone who might ask, please stop asking me to be your partner I am not going to be your partner and I do not want to -w-",1
Add me to get your kitty ruined or for kitty owner.,1
,0
"[ * Greetings. ]

[ * I.. am Chara. ]

[ * ""Chara"". ]
[ * The Demon that comes when you call its name. ]

[ * For more information, check my following bio. ]
[ * MDNI. ]",1
,0
Cogito,0
"musky stray dog looking for brainless meat

if i add u, i want you to be my chew toy

games only

🦴: 0",1
add me for yk :3 I can do rp and game only!!,1
My main isnt allowed to see chats or speak txt through here,1
"studio.                                                 💞Extremely literate, and teasy!💞                       💞Love to dance~💞                                         💔I gotta jump to fit into jeans...~💔",1
"Was ImpromptuDecor. 

Bio in following, tell me if it gets deleted.",1
"imma boi
lvl 18 :3
bwaaaa",1
freind request me if im online! ill accept within a few minutes!,1
,0
"MQHDYDW! OEK SQD WE SHQPO MYJX JXYI XKWU QDT ICUBBO SESA OEK ADEM MXQJ OEK MQDJ, DQIJO QDT JXYSA SKC XUHU, ZKIJ QTT CU YD JXU RBKU QFF
""ullqnub."" qbb yd bemuhsqiu bujjuhi
RYJELESX ADEMI MXQJ YC JQBAYDW QREKJ",1
"Account for studios.
Furry.",1
"-- -.-- / -.. .. ... -.-. --- .-. -.. / .. -.. / .. ... / .--. --- ..- -. -.. .. -. ... .. -.. . -- . Morse code 
~ Ethnicity Nepali
~Femboy  Here Feel Free to add me
~Atheist
~18",1
"Haii~!! I'm a lost brat that's just wandering around for anything ""fun"" to do with fun people~! My fav things are big cakes hehe~!!",1
we the risers,0
"ALT

FEMMIE

LIMITLESS!",1
,0
"Studio.
AP🍭🍼> (Can be Brat) or QOS
I get to the point
Check following (blu swippingcrds)",1
Memento Mori,0
"@y8o

javascript, java, python, c++, html + css",1
福瑞扩列交友owo：🐧2392510763,1
"I'm super touchy and affectionate 
MY MAIN ACC IS IN MY FOLLOWING :3 (it's an active account I play games on so I might have regular avatars on but don't let that fool ya)

CC 7 
 

Bi/I don't take I give if ykyk 

B EHOX HEWXK PHFTG BF 15 MABL BL FR TEM TVVHNGM FR FTBG BL BG FR YHEEHPBGZ B VTG UX YXF TGW FTLV ANFTG HK YNKKR B EHOX MH KI TGW B VTG MHI YXFUHRL HK PHFTG TGW BY NK T WHFFR FHFFR IEL WHF FX B ENO YNKKBXL TEHM UMP :3",1
,0
"OVERGROWN BRAT! 💢🧩🚸

5yo

hey—😡 my eyes are up here!!! stop staring at my (age x 2) loser-meat…. weirdo!",1
"💿hyenafursz
Studio",1
"Bull💢
In hyper
studio only",1
"Esp/Eng Studio and games
CC:
D kxjh nlg zlwk d ryhughyhorshg frfn khkh l fdq ihhg prppbv dqg ihperbv zlwk d orw ri fkhhvh li wkhb khos ph wr fohdq pb qdvwb frfn khk",1
"H-Hiiii!~☆✴️
Seeking for someone who's D-Dominant 💜 and can put me into Place~♡:3😊
A-Adddd meee!~💕 💿: plapplapboi.                      ⚠️I'm often busy so expect me to reply to you late~ :3⚠️",1
,0
"bratty bvll
(add rabidverociousbvlly for studio inv)

somtimes cant type, just add and play studio. if u wanna chat invite to a game.
♠️",1
"Studio
💿 bratmeat
obun ovyuf iyha dpao h mha tlhawvsl, ylhkf av mbjr huk wbtw Tvttplz mbss!",1
"sharpp.303 my blu
its 3 AAM 
older >>>
yes its bigger than your forearm",1
"cheesy smelly brat need of care taker
studio and blue",1
hello there.............. silly...................,1
Top Alpha Cat G,1
"fur, maybe
js your favourite shortie! i can be both bottom and top, studio only!
who cares about the gender if you're still taking/giving it?
NO males at all, untill you're bott",1
"I love everyone but especially pretty women! >~<

Please be patient with me >~<",1
I like furrys add back if interested in studio/con (I morph in studio) heartgeass0 on 💿🔵,1
,0
":D
Extremely Silly
Boy, remember that please! Follow to be accepted :3",1
"I love my hubby so much, he’s my favorite person Ive ever, he’s my everything.",1
"Noobfurs are the best!! Don’t let me fool you, I’m reliable and can deliver no matter what!!",1
therealsuscrusader,0
"your local bull that’s looking to have some fun ~ I’m pretty literate, but I’ll please don’t be dry on your end…",1
studio..-?,1
"Haiii, you call me Zephyr X3
I play Minecraft PvP too so ask if you want to play with me
I need a pro on my team in Rivals so lmk if your good
I never had 400 friends on Roblox before XD



And anyone who might ask, please stop asking me to be your partner I am not going to be your partner and I do not want to -w-",1
Add me to get your kitty ruined or for kitty owner.,1
,0
"[ * Greetings. ]

[ * I.. am Chara. ]

[ * ""Chara"". ]
[ * The Demon that comes when you call its name. ]

[ * For more information, check my following bio. ]
[ * MDNI. ]",1
,0
Cogito,0
"musky stray dog looking for brainless meat

if i add u, i want you to be my chew toy

games only

🦴: 0",1
add me for yk :3 I can do rp and game only!!,1
My main isnt allowed to see chats or speak txt through here,1
"♂️ Hung
Feel free to add
I do studio 
💿anubisfurz",1
,0
"♠️❄️🐇♠️

always happy for a 2v1 or group - the more the better

♠️♠️my dream is to star in a roblox BNWO photoshoot♠️♠️
^^^please help me make it come true^^^

new alt don't get scared
sorry if i take a long time to respond
if i dont respond im probably sleeping - (european time)
studio only",1
,0
"Desk: ransoneverexisted
Note: I got maps for practically anything- including red wood lol.
-  - - 
Not a wallet.
Char in studio.
I'm finally off my break.

Male/MDNI.
Studio Roleplayer, Literacy is required, Plot preffered aswell.
No I will not sweat grammar in casual messages out of rp.",1
,0
,0
Baah! Baah.. little sheep.. uvu       Literate!,1
"MDNI 💙: licht0756   Add me to chat
Very literate and down for whatever you want 
Mixed: Latino and black
Handler
I have a fur avatar too",1
🎀Dom Fvta🎀 🐾 Alina🐾 Marleys <3!,1
:3,0
"Think you can tell by the name~
Small stature with a BIG package.
I LOVE friend requests!
ILL PROBABLY UPDATE THIS BUT BLUE IS brattyboy0 !!!
Obviously I char in games or studios..

Literate and pretty experienced, don't be shy to add up! I'll be making a better bio soon enough too~!",1
husker woof,0
"18+(9inch)
Add if u want that kitty destroyed",1
"Experienced, you'll love what I do.
Semi-limitless.
Games and studio both welcome.
Top and maybe switch if you're fun.
If you do not want to talk or do, unadd and it will save us both time.",1
,0
check following                                                      older>>,0
"I don't (minimally) text on here - READ BIO!! (In Following - First then Last.)
Everyone is welcomed.
Don't let my appearance/avatar fool you 
[MDNI] [MDNI] [MDNI] [MDNI] [MDNI] [MDNI]",1
,0
"ari's special boy

studio exclusively 

above average yummers",1
"studio.
literate.
💽 eeyeeseeyyes",1
I play any gender to your liking including age.,0
"💿 - bloomsybloomed
MDNI, I'll write a proper bio again l8r.",1
"STUDy protogen fr, need get more knowledge..
be ready to get some protobytes inside you!",1
"How are you guys today?

I am a game developer that makes horror, or even sometimes adventure games.
Do ask for any suggestions by Messaging me (They are sometimes off though, so just know)",1
-... .. --. / .... ..- -. --. / -... . .- ... - / .-. . .- -.. -.-- / - --- / .--. .-.. .- .--. / .- -. -.-- / -.-. .... . . -.- ... / - .... .- - / .-- .- -. - / - .... .. ... / -- --- -. ... - . .-. / -- . .- - / ... - .-. . - -.-. .... .. -. --. / - .... . .. .-. / .... --- .-.. . ... / .-.. .. - . .-. .- - . / .- -. -.. / .-.. .. -- .. - .-.. . ... ... / -.-. --- -- . / .- -.. -.. / -- -.-- / -... .-.. ..- / - --- / .... .- ...- . / ... --- -- . / ..-. ..- -. ---... .-- .. .-.. -.. -... .-. . . -.. .. -. --. .... --- .-. ... .,1
"How to Pretend - Lucy Bedroque


 Blue - damunuigurumi",1
"!! i cant read or send roblox chats !!
remember that you are pawesome
just ur pawverage bunny pyon pyon
🔵 bunlops <- if u dont tell me who u are i will not respond",1
"It's kind of obvious, don't you think?
Roblox has disabled my in-game chat.
Note: I prefer to interact with other furs.

64: Qmx1ZSA9IGZ1enp5Y2lyY3VpdHM=",1
"very literate
add my 💿 for studio: criske.1
OWNING: KatsumiPacks",1
"- I playtest studio games sometimes (more inclined if you check out my store).
- I like to hang out!
- Don't be afraid, I'm quite friendly.
- Great at bbysitting.",1
"life always goes on, why shouldn’t you? most uncomfortable 8 days of my life.",1
"Hii I'm 21 and mess around in studio. I ask that you don't add me if you're under 18 - 19.

For a more in depth bio see my backup: https://www.roblox.com/users/10000333575/profile",1
"New > . <
Am boy! Straight!!
Switch :3

MDNI !!!",1
"Can adjust to most things, I'll be nice - or not.. if that's your thing <3
I morph in-game",1
"Just a normal girl who like playing roblox
Dis
lucy_690
I only add girls, trans girl or femboy avatar",1
blu - wantsareneeds,1
Hii x3,1
,0
"limitless
d; morphfemb",1
"I'm a guy
blue: lycaorn
Top bunk
back!",1
,0
"Heya, I’m Panchia! I like to skateboard and draw! See ya sometime, yeah? :3",1
Filthy and Ruthless.,0
cosplaying multiple different characters? no way i didnt know that was possible!?!?!?!?,1
Chat muted,0
"stubborn brat

i have my own maps
studio",1
,0
"lf for older women and sitters I've been told that sitters cant handle me when alone

Moms: 16
Babysitters: 25",1
studio♡,1
,0
"Hoi's new account

My ancestors would curse you after getting summonned, i'll only say nya and purr on you

Feminine boy, following TOS and everything.

studio only",1
I'm a good puppy!,0
"DreDaBrat on 💿!!! Roblox took my chat away! Please send a req if im on! Cant see your chats too!
I aam young studio developer looking for new friends to play with!",1
haiiii :3,1
"Im a guy, just feminine

Im also a furry



I reek like wet dog
Musky, rank, and smelly








You stink!!! - I’m into that :3",1
"💖           ✨                💖        ✨               💖                ✨           💖               ✨             💖              ✨

I know why you're here...",1
"hiiiiee!! im miku~ ✨
im 18 years~ ^^
youll see me as myself, or as diva dayo from forsaken >_<
i luveee all things sparkly n cute~ (*≧ω≦)
dance, sing, vibez n kawaii friends are my fav~ 💖
pls be gentle~ i get shy~ (⁄ ⁄>⁄ ▽ ⁄<⁄ ⁄)
lets have fun n make da world extra fluffy~ ✨💫
hmu if u wanna play~",1
Hai haii :3,0
